step,time_fs,temperature_K,potential_eV,kinetic_eV,total_eV,max_force_eV_A
64,32.0,102.77222838315178,-42.864495160775704,0.10627466897634597,-42.75822049179936,0.8583463481106383
65,32.5,104.96213428798319,-42.86676069525067,0.10853920608706853,-42.7582214891636,0.835345443995588
66,33.0,107.10482395669662,-42.86897732192924,0.11075491784932207,-42.75822240407992,0.8122063124047495
67,33.5,109.1853922007527,-42.87112962596291,0.11290639111110069,-42.758223234851805,0.7890320750745249
68,34.0,111.19022662382581,-42.87320352985649,0.11497954957050613,-42.75822398028598,0.7659328775726731
69,34.5,113.10702936307273,-42.875186316458354,0.11696167625795095,-42.7582246402004,0.743026661102163
70,35.0,114.92482608441186,-42.87706663802204,0.11884142283799372,-42.75822521518405,0.7204398414345434
71,35.5,116.63396257901582,-42.87883451261381,0.1206088060898412,-42.758225706523966,0.6983080013542878
72,36.0,118.22609049783769,-42.8804813092856,0.12225519315571251,-42.75822611612989,0.6832339011679732
73,36.5,119.6941433198023,-42.88199972314753,0.12377327669003486,-42.75822644645749,0.6884873435601255
74,37.0,121.03230367122545,-42.88338374149855,0.12515704106512046,-42.758226700433426,0.6945378510913921
75,37.5,122.23596309023942,-42.88462860214644,0.12640172076437803,-42.758226881382065,0.7012288497674413
76,38.0,123.30167541222593,-42.88573074511329,0.1275037521791381,-42.758226992934155,0.708404961086016
77,38.5,124.22710489060034,-42.8866877589408,0.1284607199614122,-42.75822703897939,0.715914794113532
78,39.0,125.01097004358901,-42.88749832253997,0.1292712989569886,-42.75822702358298,0.7236131257002391
79,39.5,125.65298426704999,-42.88816214372514,0.12993519279435922,-42.75822695093078,0.7313625060135414
80,40.0,126.15379415621405,-42.88867989537648,0.13045307010448784,-42.75822682527199,0.7390343488639985
81,40.5,126.51491630256207,-42.88905315004546,0.13082649916374775,-42.75822665088172,0.746509601696795
82,41.0,126.7386736262702,-42.88928431399183,0.1310578820565995,-42.75822643193523,0.7536790719940032
83,41.5,126.82813204482729,-42.88937656173087,0.13115038918589766,-42.75822617254497,0.7604434860229358
84,42.0,126.78703801566331,-42.88933377137672,0.1311078946869945,-42.75822587668973,0.7667133475020484
85,42.5,126.61975767129483,-42.88916046164668,0.1309349134886329,-42.75822554815805,0.7724086530647205
86,43.0,126.33121804000554,-42.88886173109718,0.13063654053044904,-42.75822519056673,0.7774585125659013
87,43.5,125.92685071324638,-42.88844319982855,0.1302183925105777,-42.75822480731797,0.7818007080263775
88,44.0,125.41253830432969,-42.88791095410235,0.1296865525196779,-42.75822440158267,0.7853812192086078
89,44.5,124.79456403097652,-42.887271494194515,0.12904751790527158,-42.758223976289244,0.7881537364389477
90,45.0,124.07956461919417,-42.88653168568848,0.12830815157060224,-42.75822353411788,0.7900791752800456
91,45.5,123.27448663673235,-42.885698714328285,0.12747563681995097,-42.75822307750833,0.7911252012476491
92,46.0,122.38654611186489,-42.884780044282856,0.12655743560124078,-42.75822260868161,0.7912657438022903
93,46.5,121.42319173878761,-42.88378338000285,0.12556125045748762,-42.758222129545366,0.7904806320385478
94,47.0,120.39207171504621,-42.88271663206168,0.12449499023405976,-42.75822164182762,0.7887551699685746
95,47.5,119.30100364245084,-42.88158788600504,0.12336673895382633,-42.758221147051216,0.7860797380784325
96,48.0,118.15794730891216,-42.88040537422582,0.12218472767140819,-42.75822064655441,0.782449438347217
97,48.5,116.97098016033813,-42.87917745062349,0.12095730910916572,-42.75822014151432,0.7812196912252735
98,49.0,115.74827513365271,-42.87791256771219,0.11969293473477481,-42.758219632977415,0.8115378184257604
99,49.5,114.49808051355704,-42.876619255803575,0.11840013393151368,-42.75821912187206,0.8410901909268051
100,50.0,113.22870146203037,-42.87530610395113,0.11708749489829583,-42.75821860905284,0.8698408461502595
101,50.5,111.94848280569582,-42.87398174217284,0.11576364685043544,-42.758218095322405,0.8977542525086799
102,51.0,110.66579266430594,-42.872654824552875,0.11443724309019762,-42.758217581462674,0.9247950000537875
103,51.5,109.38900652726163,-42.8713340128022,0.11311694454065079,-42.75821706826155,0.9509275912152344
104,52.0,108.12649139486989,-42.87002795988573,0.11181140334646417,-42.75821655653927,0.9761163148544405
105,52.5,106.88658961918816,-42.86874529333658,0.11052924616405398,-42.758216047172525,1.000325191060809
106,53.0,105.67760211306718,-42.8674945979132,0.10927905679839643,-42.7582155411148,1.023517977402778
107,53.5,104.50777063392694,-42.866284397298365,0.1080693578830412,-42.758215039415326,1.04565822950683
108,54.0,103.38525889059446,-42.86512313457595,0.10690859134307701,-42.758214543232874,1.0667094093018443
109,54.5,102.3181322770691,-42.86401915128427,0.10580509743823094,-42.75821405384604,1.0866350357734387
110,55.0,101.31433608951446,-42.86298066489843,0.10476709223750322,-42.75821357266093,1.1053988734998816
111,55.5,100.38167212735993,-42.862015744646584,0.10380264342284282,-42.75821310122374,1.1229651648442893
112,56.0,99.52777366631452,-42.861132285580354,0.10291964440925044,-42.758212641171106,1.139298866777913
113,56.5,98.76007902781959,-42.860337981278256,0.10212578701348789,-42.75821219426477,1.154365917963735
114,57.0,98.08580379251188,-42.85964029509416,0.10142853272058572,-42.75821176237358,1.1681335440251366
115,57.5,97.51191168879984,-42.85904643003261,0.10083508258031286,-42.7582113474523,1.1805705667414883
116,58.0,97.04508448131958,-42.85856329759113,0.10035234606944189,-42.75821095152169,1.1916477233684515
117,58.5,96.6916911544772,-42.85819748587039,0.09998690922507762,-42.75821057664531,1.2013379911891104
118,59.0,96.45775672417028,-42.85795522729751,0.09974500239349321,-42.75821022490402,1.2096169123539904
119,59.5,96.34893104580809,-42.85784236634353,0.09963246797513896,-42.75820989836839,1.2164629140704464
120,60.0,96.37045801218076,-42.85786432764303,0.09965472857278594,-42.75820959907024,1.221857619269216
121,60.5,96.52714554985747,-42.85802608493899,0.09981675596541217,-42.75820932897358,1.2257861430123427
122,61.0,96.82333682209715,-42.858332131278296,0.10012304132971897,-42.75820908994858,1.2282373701065978
123,61.5,97.26288304405635,-42.858786450865225,0.10057756712889077,-42.75820888373634,1.2292042096135114
124,62.0,97.84911832448007,-42.85939249302705,0.10118378109689985,-42.75820871193015,1.2286838226151122
125,62.5,98.58483688642669,-42.86015314863362,0.10194457268292181,-42.7582085759507,1.2266778196738373
126,63.0,99.47227296598217,-42.86107072929707,0.10286225226500516,-42.75820847703206,1.2231924249893937
127,63.5,100.51308357108343,-42.862146949529816,0.10393853332132154,-42.7582084162085,1.218238603792952
128,64.0,101.70833455382711,-42.8633829122756,0.10517451802782384,-42.758208394247774,1.2118321527977647
129,64.5,103.05849024458045,-42.86477909824882,0.10657068653909127,-42.758208411709724,1.2039937549641344
130,65.0,104.56340650889607,-42.86633535872722,0.10812688980862628,-42.758208468918596,1.1947489938773013
131,65.5,106.22232732373331,-42.86805091200264,0.10984234604839485,-42.75820856595424,1.1841283294800469
132,66.0,108.03388496078915,-42.86992434357797,0.11171564091840512,-42.758208702659566,1.1721670367090775
133,66.5,109.99610371102439,-42.87195361002704,0.11374473137816414,-42.75820887864888,1.1589051087947642
134,67.0,112.10640700669832,-42.87413604636711,0.115926953051429,-42.758209093315685,1.1443871276945907
135,67.5,114.3616278035263,-42.87646837680767,0.11825903096218447,-42.758209345845486,1.1286621050958359
136,68.0,116.75802200348123,-42.87894672865183,0.12073709341488882,-42.758209635236945,1.1117832980876095
137,68.5,119.2912847268974,-42.881566649118646,0.1233566888211251,-42.75820996029752,1.0938080042475415
138,69.0,121.95656920436221,-42.88432312492021,0.1261128052353217,-42.758210319684885,1.0747973413232557
139,69.5,124.7485079519832,-42.88721060416924,0.1289998922516649,-42.75821071191758,1.0548160178072201
140,70.0,127.66123593803385,-42.89022302035446,0.1320118849602556,-42.758211135394205,1.0339321009903715
141,70.5,130.68841547082098,-42.89335381809553,0.13514222968314635,-42.75821158841238,1.0122167896785568
142,71.0,133.82326252300214,-42.89659598038272,0.13838391119578194,-42.75821206918694,0.9897441993140278
143,71.5,137.05857421917645,-42.89994205701835,0.14172948115135753,-42.75821257586699,0.9665911677421073
144,72.0,140.38675723090097,-42.90338419399516,0.14517108744352689,-42.75821310655163,0.9428370903178062
145,72.5,143.7998568452202,-42.90691416356947,0.148700504265577,-42.75821365930389,0.9185637934391846
146,73.0,147.2895864986258,-42.91052339481376,0.1523091626508944,-42.758214232162864,0.8938554558962507
147,73.5,150.84735759588716,-42.91420300446206,0.155988181308011,-42.75821482315405,0.8687985875857303
148,74.0,154.4643094621532,-42.91794382789105,0.15972839759346247,-42.75821543029759,0.8434820750865856
149,74.5,158.13133930629468,-42.92173645011102,0.1635203984962706,-42.75821605161475,0.8179973031632788
150,75.0,161.83913209898316,-42.92557123666863,0.16735455153425657,-42.75821668513437,0.7924383571622193
151,75.5,165.57819017241363,-42.92943836429789,0.1712210353625113,-42.75821732893537,0.7761271095920387
152,76.0,169.3388625010355,-42.933327851099655,0.17510987005200326,-42.75821798104765,0.7802110410354388
153,76.5,173.11137414213522,-42.93722958702759,0.17901094753348573,-42.7582186394941,0.783274421945519
154,77.0,176.88585564016887,-42.94113336434812,0.18291406200391816,-42.7582193023442,0.7853029118981013
155,77.5,180.65237196953953,-42.94502890753365,0.18680893985560335,-42.758219967678045,0.786284924140651
156,78.0,184.40095121866716,-42.94890590292295,0.1906852693377998,-42.758220633585154,0.7862115996714689
157,78.5,188.1216130958532,-42.952754028197354,0.19453273003405613,-42.7582212981633,0.7850767778931221
158,79.0,191.80439727264988,-42.95656298169531,0.19834102217151217,-42.7582219595238,0.7828769652079969
159,79.5,195.43939151521982,-42.96032251149546,0.20209989571096512,-42.7582226157845,0.7796113022658797
160,80.0,199.01675979042088,-42.9640224444569,0.20579917941079973,-42.758223265046105,0.7752815331957087
161,80.5,202.52677036840686,-42.967652715320504,0.20942880988731555,-42.75822390543319,0.7698919799656276
162,81.0,205.95982373084286,-42.97120339555231,0.21297886047404418,-42.75822453507826,0.7634495211066095
163,81.5,209.30648032635153,-42.974664722047,0.21643956992309119,-42.75822515212391,0.7559635784866453
164,82.0,212.5574881731556,-42.97802712567564,0.2198013709484667,-42.75822575472717,0.7567939757005001
165,82.5,215.70381018428787,-42.98128125956489,0.2230549184825288,-42.758226341082356,0.7569493304307823
166,83.0,218.7366512770554,-42.984418027071484,0.22619111770932857,-42.75822690936216,0.7562323220555578
167,83.5,221.64748527897063,-42.987428609688735,0.22920115188748547,-42.75822745780125,0.7546277556197819
168,84.0,224.42808129846674,-42.99030449428229,0.23207650961960738,-42.75822798466268,0.7521212102730491
169,84.5,227.07052962245183,-42.99303749987038,0.23480901163242404,-42.75822848823796,0.7486990249791556
170,85.0,229.56726707700696,-42.99561980388743,0.23739083700176858,-42.75822896688566,0.7443483495329473
171,85.5,231.9111014849096,-42.99804396750724,0.23981454844360453,-42.75822941906364,0.7390571943453302
172,86.0,234.09523362705295,-43.00030295894273,0.2420731150238825,-42.75822984391885,0.7415291996841686
173,86.5,236.1132766139398,-43.00239017165933,0.2441599321902075,-42.75823023946912,0.7507388723215351
174,87.0,237.95927884916264,-43.004299449722886,0.2460688455179063,-42.75823060420498,0.7592734296940991
175,87.5,239.62774762308078,-43.00602511197825,0.24779417510776844,-42.75823093687048,0.7671111842370887
176,88.0,241.11366800533045,-43.007561971478,0.2493307351224064,-42.75823123635559,0.774229946837767
177,88.5,242.41251963961207,-43.008905352838966,0.25067385115340307,-42.758231501685565,0.7806070202464465
178,89.0,243.52029148438822,-43.01005110750439,0.2518193754643676,-42.758231732040024,0.7862192169436795
179,89.5,244.43349464549706,-43.01099562695018,0.2527637002608795,-42.7582319266893,0.7910429026387015
180,90.0,245.14917286996464,-43.01173585379704,0.25350376854192636,-42.758232085255116,0.7950540666962651
181,90.5,245.66491060701145,-43.012269289615176,0.2540370824356265,-42.75823220717955,0.7982284225278233
182,91.0,245.97883972836755,-43.01259400237437,0.25436171014857023,-42.7582322922258,0.8005415329900071
183,91.5,246.0896440632527,-43.012708630981145,0.2544762906553504,-42.7582323403258,0.801968966314014
184,92.0,245.99656103082202,-43.01261238695221,0.25438003538664095,-42.758232351565574,0.8024864831724601
185,92.5,245.69938093541927,-43.01230505369506,0.2540727275004332,-42.75823232619462,0.8020702543127743
186,93.0,245.19844390415585,-43.01178698335219,0.2535547187152482,-42.75823226463694,0.8006971090598647
187,93.5,244.4946344598473,-43.01105909113298,0.252826923698121,-42.758232167434855,0.7983448145092654
188,94.0,243.58937412613787,-43.01012284768122,0.25189081241771055,-42.758232035263504,0.7949923853393676
189,94.5,242.4846121412838,-43.008980269480794,0.25074840054161207,-42.758231868939184,0.7906204238676915
190,95.0,241.18281418443152,-43.007633907171936,0.24940223777843082,-42.7582316693935,0.7852114898404049
191,95.5,239.6869494153671,-43.006086832127494,0.24785539447585084,-42.758231437651645,0.7787504999017079
192,96.0,238.00047614876402,-43.00434262161709,0.24611144680666627,-42.758231174810426,0.7712251564566519
193,96.5,236.12732641092379,-43.00240534283213,0.24417446079922134,-42.758230882032905,0.7812671592935252
194,97.0,234.0718895410275,-43.000279535909804,0.2420489753797983,-42.75823056053001,0.7974424293166184
195,97.5,231.83899517629,-42.99797019629421,0.23973998477791186,-42.7582302115163,0.8129169192231259
196,98.0,229.43389581404477,-42.995482756788334,0.23725292049411614,-42.75822983629422,0.8276281800305567
197,98.5,226.86224870719673,-42.99282306869248,0.2345936325784611,-42.75822943611402,0.8415187355756794
198,99.0,224.13009849086805,-42.989997383708705,0.23176837166506067,-42.75822901204364,0.85453610111003
199,99.5,221.24386105577165,-42.98701233750911,0.2287837722958765,-42.75822856521323,0.8666328294280212
200,100.0,218.21030767848245,-42.983874933172096,0.22564683651015466,-42.758228096661945,0.8777665661627019
